Title,Postcode,Size,Price,URL
DÖBLING - Perfekt geschnittene 3 Zimmer Wohnung,1190,83 m²,€ 799.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/doebling-perfekt-geschnittene-3-zimmer-wohnung-891463937/
FLORALIVING - Ihr privates GARTEN-PARADIES Nähe Blumengärten Hirschstetten I Wunderschöne Familien-Wohnung mit 100 m² Garten I 4 Zimmer I Ziegelmassive Bauweise I Energieeffizientes Heizsystem I Ers,1220,100 m²,€ 656.718,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/floraliving-ihr-privates-garten-paradies-naehe-blumengaerten-hirschstetten-i-wunderschoene-familien-wohnung-mit-100-m-garten-i-4-zimmer-i-ziegelmassive-bauweise-i-energieeffizientes-heizsystem-i-ers-1378319575/
Stilaltbau - Dachgeschossmaisonette mit großer Terrasse - Garage im Haus,1090,114 m²,€ 1.642.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/stilaltbau-dachgeschossmaisonette-mit-grosser-terrasse-garage-im-haus-766302471/
Ruhige gartenseitige 181 m² Dachgeschoßwohnung auf einer Ebene mit Terrasse auf Wohnebene+100 m² Gründachterrasse,1180,181 m²,€ 1.790.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/ruhige-gartenseitige-181-m-dachgeschosswohnung-auf-einer-ebene-mit-terrasse-auf-wohnebene-100-m-gruendachterrasse-1670960235/
++ GARTEN-WOHNUNG ++ Mengergasse #Top2,1210,70 m²,€ 399.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/-garten-wohnung-mengergasse-top2-1130683822/
"Eigentumswohnung in Wien 21, Hossplatz",1210,55 m²,€ 210.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/eigentumswohnung-in-wien-21-hossplatz-969007248/
neuwertige 3 Zimmerwohnung mit Grünblick & Sonnenterrasse | ZΞLLMANN IMMOBILIEN,1230,74 m²,€ 399.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1230-liesing/neuwertige-3-zimmerwohnung-mit-gruenblick-sonnenterrasse-z-llmann-immobilien-1823924656/
Sanierungsbedürftige 1-Zimmer-Altbauwohnung,1150,34 m²,"€ 127.812,90",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/sanierungsbeduerftige-1-zimmer-altbauwohnung-1155132711/
Sanierungsbedürftige 1-Zimmer-Altbauwohnung !!,1150,30 m²,"€ 129.999,50",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/sanierungsbeduerftige-1-zimmer-altbauwohnung-1319888488/
Sanierungsbedürftige 2-Zimmer-Altbauwohnung mit einer Möglichkeit auf Loggia- und Balkonzubau !!,1150,42 m²,"€ 178.171,90",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/sanierungsbeduerftige-2-zimmer-altbauwohnung-mit-einer-moeglichkeit-auf-loggia-und-balkonzubau-1896373607/
Rohdachboden im 15.Bezirk,1150,,€ 390.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/rohdachboden-im-15-bezirk-1639615526/
Sanierungsbedürftige 1-Zimmer-Altbauwohnung,1150,23 m²,"€ 93.246,40",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/sanierungsbeduerftige-1-zimmer-altbauwohnung-1971916691/
Viel Platz für Ihre Familie - FAMILIEN-TRAUM mit wunderschönem Garten I 5 Zimmer I Nähe Blumengärten Hirschstetten I ERSTBEZUG 2025,2025,123 m²,€ 723.510,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/viel-platz-fuer-ihre-familie-familien-traum-mit-wunderschoenem-garten-i-5-zimmer-i-naehe-blumengaerten-hirschstetten-i-erstbezug-2025-975888697/
"WIENER WASSER WOHNEN: Sensationelle 3-Zimmer Neubauwohnung mit Terrasse, Balkon und Dachgarten an der Alten Donau",1210,91 m²,€ 817.159,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/wiener-wasser-wohnen-sensationelle-3-zimmer-neubauwohnung-mit-terrasse-balkon-und-dachgarten-an-der-alten-donau-1210189361/
"WIENER WASSER WOHNEN: Atemberaubende 4-Zimmer Neubauwohnung mit Terrasse, Balkon und Dachgarten an der Alten Donau",1210,100 m²,€ 873.723,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/wiener-wasser-wohnen-atemberaubende-4-zimmer-neubauwohnung-mit-terrasse-balkon-und-dachgarten-an-der-alten-donau-1882761804/
"WIENER WASSER WOHNEN: Premium 5-Zimmer Neubaumaisonette mit Terrasse, Balkon und Dachgarten nahe Alte Donau!",1210,112 m²,€ 769.637,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/wiener-wasser-wohnen-premium-5-zimmer-neubaumaisonette-mit-terrasse-balkon-und-dachgarten-nahe-alte-donau-1517448171/
Modern Living - Mit Balkon und Garage!,1210,82 m²,€ 419.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/modern-living-mit-balkon-und-garage-1273072829/
Erstbezug nach Sanierung!,1190,42 m²,€ 273.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/erstbezug-nach-sanierung-1146262097/
"++NEU++ 1,5-Zimmer Neubauwohnung mit getrennter Küche und Balkon!",1140,32 m²,€ 158.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/-neu-1-5-zimmer-neubauwohnung-mit-getrennter-kueche-und-balkon-1280444784/
++NEU++ Renovierungsbedürftige 3-Zimmer Altbau-Wohnung mit Balkonoption in toller Lage!,1080,62 m²,€ 328.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1080-josefstadt/-neu-renovierungsbeduerftige-3-zimmer-altbau-wohnung-mit-balkonoption-in-toller-lage-1751550803/
Traumhafte Wohnung in absoluter Zentrumslage von Wien,1010,141 m²,€ 1.600.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1010-innere-stadt/traumhafte-wohnung-in-absoluter-zentrumslage-von-wien-1212925219/
Familienwohntraum im ersten Dachgeschoss mit 41m² Freifläche - Das Schmuckstück - Leben am Quarzweg!,1210,41m²,€ 549.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/familienwohntraum-im-ersten-dachgeschoss-mit-41m-freiflaeche-das-schmuckstueck-leben-am-quarzweg-847042815/
Jackpot - Traumhafte Altbauwohnung mit Riesen-Balkon! Frisch saniert + Absolute Hof-Ruhelage + Fairer Preis + TOP Anbindung! Jetzt zugreifen!,1050,46 m²,€ 310.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/jackpot-traumhafte-altbauwohnung-mit-riesen-balkon-frisch-saniert-absolute-hof-ruhelage-fairer-preis-top-anbindung-jetzt-zugreifen-2107708605/
Grünes Paradies - Urbaner Rückzugsort - Erstbezug nach Renovierung,1180,69 m²,€ 438.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/gruenes-paradies-urbaner-rueckzugsort-erstbezug-nach-renovierung-792410637/
DIE SCHOKOLADENFABRIK - 4 Zimmer DG Wohnung mit südseitigem Balkon,1150,91 m²,€ 780.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/die-schokoladenfabrik-4-zimmer-dg-wohnung-mit-suedseitigem-balkon-735317250/
Ruheoase mit Wienblick: Dachgeschoßwohnung mit 3m Raumhöhe am Schafberg,1180,170 m²,€ 1.400.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/ruheoase-mit-wienblick-dachgeschosswohnung-mit-3m-raumhoehe-am-schafberg-1812699057/
Zentrale Lage in der Nähe des Donau Zentrums und der U-Bahnlinie U1.,1220,84 m²,€ 729.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/zentrale-lage-in-der-naehe-des-donau-zentrums-und-der-u-bahnlinie-u1-873637130/
ERSTBEZUG - Moderne Wohnung - 2 Zimmer - ca. 60m² NFL - Terrasse - Einbauküche,1210,60m²,€ 271.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/erstbezug-moderne-wohnung-2-zimmer-ca-60m-nfl-terrasse-einbaukueche-1253658045/
"Auhofstrasse, sehr gute Lage: Sanierungsbedürftige Wohnung im Grünen 3 Zimmer/ EUR 185.000,-",1130,55 m²,€ 185.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/auhofstrasse-sehr-gute-lage-sanierungsbeduerftige-wohnung-im-gruenen-3-zimmer-eur-185-000-1684170673/
IN DEN STARTLÖCHERN - Neues Lebensgefühl - Edle Dachgeschoßwohnung mit Terrasse in sehr begehrter Lage,1040,141 m²,€ 1.495.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1040-wieden/in-den-startloechern-neues-lebensgefuehl-edle-dachgeschosswohnung-mit-terrasse-in-sehr-begehrter-lage-1851168979/
AUGARTEN - ALTBAU - SANIERT,1020,42 m²,€ 299.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/augarten-altbau-saniert-779102748/
LOGGIA - 2 Zimmer Wohnung mit ERSTBEZUG - perfekt auch für 2er WG geeignet - ANLAGE RBG,1200,62 m²,€ 395.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/loggia-2-zimmer-wohnung-mit-erstbezug-perfekt-auch-fuer-2er-wg-geeignet-anlage-rbg-891015128/
ERSTBEZUG - HOFWOHNUNG- 3 Zimmer Wohnung mit Gemeinschaftsgarten - perfekte ANLAGE,1210,62 m²,€ 299.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/erstbezug-hofwohnung-3-zimmer-wohnung-mit-gemeinschaftsgarten-perfekte-anlage-1370058868/
Eine Ruheoase inmitten der Stadt! Helle Loggiawohnung mit neuer Küche und weiteren Extras!,1140,78 m²,€ 479.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/eine-ruheoase-inmitten-der-stadt-helle-loggiawohnung-mit-neuer-kueche-und-weiteren-extras-1637505165/
Stark reduziert! WOW! Die perfekte City-Wohnung mit der U-Bahn um´s Eck! Singles aufgepasst! Beste öffentliche Anbindung + Wunderschönes Altbauhaus + TOP Infrastruktur! Jetzt zugreifen!,1050,45 m²,€ 299.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/stark-reduziert-wow-die-perfekte-city-wohnung-mit-der-u-bahn-ums-eck-singles-aufgepasst-beste-oeffentliche-anbindung-wunderschoenes-altbauhaus-top-infrastruktur-jetzt-zugreifen-1021426303/
Großzügige 4-Zimmer Wohnung mit stilvollem Altbauflair,1090,123 m²,€ 930.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/grosszuegige-4-zimmer-wohnung-mit-stilvollem-altbauflair-968924137/
DIE SCHOKOLADENFABRIK - 4 Zimmer DG Penthouse mit 3 Terrassen,1150,127 m²,€ 1.170.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/die-schokoladenfabrik-4-zimmer-dg-penthouse-mit-3-terrassen-735308769/
"Bildhübsche Dachterrassenmaisonette, neu saniert | Gemeinschaftsgarten",1180,95 m²,€ 699.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/bildhuebsche-dachterrassenmaisonette-neu-saniert-nbsp-gemeinschaftsgarten-2074678394/
Zentrale Lage in der Nähe des Donau Zentrums und der U-Bahnlinie U1.,1220,84 m²,€ 729.900,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/zentrale-lage-in-der-naehe-des-donau-zentrums-und-der-u-bahnlinie-u1-873637130/
ERSTBEZUG - Moderne Wohnung - 2 Zimmer - ca. 60m² NFL - Terrasse - Einbauküche,1210,60m²,€ 271.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/erstbezug-moderne-wohnung-2-zimmer-ca-60m-nfl-terrasse-einbaukueche-1253658045/
"Auhofstrasse, sehr gute Lage: Sanierungsbedürftige Wohnung im Grünen 3 Zimmer/ EUR 185.000,-",1130,55 m²,€ 185.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1130-hietzing/auhofstrasse-sehr-gute-lage-sanierungsbeduerftige-wohnung-im-gruenen-3-zimmer-eur-185-000-1684170673/
IN DEN STARTLÖCHERN - Neues Lebensgefühl - Edle Dachgeschoßwohnung mit Terrasse in sehr begehrter Lage,1040,141 m²,€ 1.495.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1040-wieden/in-den-startloechern-neues-lebensgefuehl-edle-dachgeschosswohnung-mit-terrasse-in-sehr-begehrter-lage-1851168979/
AUGARTEN - ALTBAU - SANIERT,1020,42 m²,€ 299.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/augarten-altbau-saniert-779102748/
LOGGIA - 2 Zimmer Wohnung mit ERSTBEZUG - perfekt auch für 2er WG geeignet - ANLAGE RBG,1200,62 m²,€ 395.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/loggia-2-zimmer-wohnung-mit-erstbezug-perfekt-auch-fuer-2er-wg-geeignet-anlage-rbg-891015128/
ERSTBEZUG - HOFWOHNUNG- 3 Zimmer Wohnung mit Gemeinschaftsgarten - perfekte ANLAGE,1210,62 m²,€ 299.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/erstbezug-hofwohnung-3-zimmer-wohnung-mit-gemeinschaftsgarten-perfekte-anlage-1370058868/
Eine Ruheoase inmitten der Stadt! Helle Loggiawohnung mit neuer Küche und weiteren Extras!,1140,78 m²,€ 479.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/eine-ruheoase-inmitten-der-stadt-helle-loggiawohnung-mit-neuer-kueche-und-weiteren-extras-1637505165/
Stark reduziert! WOW! Die perfekte City-Wohnung mit der U-Bahn um´s Eck! Singles aufgepasst! Beste öffentliche Anbindung + Wunderschönes Altbauhaus + TOP Infrastruktur! Jetzt zugreifen!,1050,45 m²,€ 299.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/stark-reduziert-wow-die-perfekte-city-wohnung-mit-der-u-bahn-ums-eck-singles-aufgepasst-beste-oeffentliche-anbindung-wunderschoenes-altbauhaus-top-infrastruktur-jetzt-zugreifen-1021426303/
Großzügige 4-Zimmer Wohnung mit stilvollem Altbauflair,1090,123 m²,€ 930.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/grosszuegige-4-zimmer-wohnung-mit-stilvollem-altbauflair-968924137/
DIE SCHOKOLADENFABRIK - 4 Zimmer DG Penthouse mit 3 Terrassen,1150,127 m²,€ 1.170.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1150-rudolfsheim-fuenfhaus/die-schokoladenfabrik-4-zimmer-dg-penthouse-mit-3-terrassen-735308769/
"Bildhübsche Dachterrassenmaisonette, neu saniert | Gemeinschaftsgarten",1180,95 m²,€ 699.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/bildhuebsche-dachterrassenmaisonette-neu-saniert-nbsp-gemeinschaftsgarten-2074678394/
*April 2025* 2 Zimmer Wohnung mit Terrasse beim Kagraner Platz!,2025,41 m²,€ 303.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-april-2025-2-zimmer-wohnung-mit-terrasse-beim-kagraner-platz-929582479/
*Einzug April 2025!* Provisionsfreie 3-Zimmer Familienwohnung beim Kagraner Platz,2025,71 m²,€ 460.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-einzug-april-2025-provisionsfreie-3-zimmer-familienwohnung-beim-kagraner-platz-2117803669/
1. DG - Provisionsfreie 2-Zimmer Wohnung beim Kagraner Platz,1220,65 m²,€ 430.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/1-dg-provisionsfreie-2-zimmer-wohnung-beim-kagraner-platz-906375987/
Dachgeschoss! 3-Zimmer Wohnung beim Kagraner Platz!,1220,96 m²,€ 645.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/dachgeschoss-3-zimmer-wohnung-beim-kagraner-platz-1313428714/
*Ende 2026* Provisionsfreie 2-Zimmer Wohnung im 5. Stock unweit des Donauzentrums!,2026,41 m²,€ 299.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-ende-2026-provisionsfreie-2-zimmer-wohnung-im-5-stock-unweit-des-donauzentrums-2072316474/
*Ende 2026* Provisionsfreie 3-Zimmer Wohnung unweit der Alten Donau!,2026,63 m²,€ 435.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-ende-2026-provisionsfreie-3-zimmer-wohnung-unweit-der-alten-donau-1040418808/
*Ende 2026* Provisionsfreie 2-Zimmer Wohnung im 4. Stock!,2026,41 m²,€ 295.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-ende-2026-provisionsfreie-2-zimmer-wohnung-im-4-stock-1154304170/
*Ende 2026* Provisionsfreie 2-Zimmer Wohnung im 5. Stock!,2026,46 m²,€ 309.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-ende-2026-provisionsfreie-2-zimmer-wohnung-im-5-stock-1473423201/
*Ende 2026* Provisionsfreie 2-Zimmer Wohnung beim Donauzentrum/Alte Donau im 5.Stock!,2026,41 m²,€ 300.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-ende-2026-provisionsfreie-2-zimmer-wohnung-beim-donauzentrum-alte-donau-im-5-stock-834619045/
*Ende 2026* Provisionsfreie 2-Zimmer Wohnung im 5. Stock!,2026,39 m²,€ 284.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-ende-2026-provisionsfreie-2-zimmer-wohnung-im-5-stock-1375110738/
*Ende 2026* Provisionsfreie 3-Zimmer Wohnung im 5. Stock!,2026,69 m²,€ 450.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-ende-2026-provisionsfreie-3-zimmer-wohnung-im-5-stock-1261758911/
General sanierte 3-Zimmer-Wohnung in zentrale Lage,1050,70 m²,€ 369.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/general-sanierte-3-zimmer-wohnung-in-zentrale-lage-797845855/
++ VIS A VIS U1 UND FUßGÄNGERZONE! + NEUBAU+CHARMANTE WOHNUNG MIT GROßER LOGGIA ++,1100,42 m²,€ 189.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/-vis-a-vis-u1-und-fussgaengerzone-neubau-charmante-wohnung-mit-grosser-loggia-1395314128/
Traumhafte Etagenwohnung mit Außenflächen und Blick ins Grüne,1190,165 m²,€ 1.190.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1190-doebling/traumhafte-etagenwohnung-mit-aussenflaechen-und-blick-ins-gruene-1100847747/
*APRIL 2025* Provisionsfrei! 2-Zimmer Wohnung beim Kagraner Platz,2025,41 m²,€ 250.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-april-2025-provisionsfrei-2-zimmer-wohnung-beim-kagraner-platz-1333316627/
Residieren im SCHLOSS: Hochwertiger STILALTBAU in ATEMBERAUBENDEN Ambiente im COTTAGE VIERTEL!,1180,116 m²,€ 729.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/residieren-im-schloss-hochwertiger-stilaltbau-in-atemberaubenden-ambiente-im-cottage-viertel-1749164674/
Gartenwohnung | Schrankraum - Neubau!,1100,59 m²,€ 442.390,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/gartenwohnung-schrankraum-neubau-1802843652/
NEUBAUPROJEKT - U1 OBERLAA! mit Garten!,1100,57 m²,€ 412.490,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/neubauprojekt-u1-oberlaa-mit-garten-1074224818/
*APRIL 2025* Provisionsfrei! 2-Zimmer Wohnung beim Kagraner Platz,2025,41 m²,€ 250.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1220-donaustadt/-april-2025-provisionsfrei-2-zimmer-wohnung-beim-kagraner-platz-1333316627/
Residieren im SCHLOSS: Hochwertiger STILALTBAU in ATEMBERAUBENDEN Ambiente im COTTAGE VIERTEL!,1180,116 m²,€ 729.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/residieren-im-schloss-hochwertiger-stilaltbau-in-atemberaubenden-ambiente-im-cottage-viertel-1749164674/
Gartenwohnung | Schrankraum - Neubau!,1100,59 m²,€ 442.390,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/gartenwohnung-schrankraum-neubau-1802843652/
NEUBAUPROJEKT - U1 OBERLAA! mit Garten!,1100,57 m²,€ 412.490,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/neubauprojekt-u1-oberlaa-mit-garten-1074224818/
Einzigartige 6-Zimmer Dachgeschosswohnung mit Terrasse ins Grüne nahe Technischem Museum,1140,150 m²,€ 1.190.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/einzigartige-6-zimmer-dachgeschosswohnung-mit-terrasse-ins-gruene-nahe-technischem-museum-1509976930/
Penthouse mit Dachterasse mitten im 1. Wiener Bezirk - Smart HOME,1010,237 m²,€ 3.690.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1010-innere-stadt/penthouse-mit-dachterasse-mitten-im-1-wiener-bezirk-smart-home-1830756630/
"++NEU++ 1,5-Zimmer Neubauwohnung mit getrennter Küche und Balkon!",1140,33 m²,€ 178.890,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/-neu-1-5-zimmer-neubauwohnung-mit-getrennter-kueche-und-balkon-1848902679/
Sanierte 3-Zimmerwohnung mit Balkon Nähe U4 Braunschweiggasse,1140,66 m²,€ 349.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1140-penzing/sanierte-3-zimmerwohnung-mit-balkon-naehe-u4-braunschweiggasse-2068765905/
++NEU++ möblierte 2-Zimmer ALTBAU-WOHNUNG in sehr guter Lage!,1050,45 m²,"€ 256.377,60",https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/-neu-moeblierte-2-zimmer-altbau-wohnung-in-sehr-guter-lage-1988748801/
++NEU++ Hochwertige 4-Zimmer Altbauwohnung mit Balkon ERSTBEZUG nahe Augarten ++Luftwärmepumpe++,1200,152 m²,€ 889.890,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/-neu-hochwertige-4-zimmer-altbauwohnung-mit-balkon-erstbezug-nahe-augarten-luftwaermepumpe-1107642317/
++NEU++ Sehr gut aufgeteilte 3-Zimmer Neubauwohnung in toller Lage des 18. Bezirks!,1180,74 m²,€ 398.890,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1180-waehring/-neu-sehr-gut-aufgeteilte-3-zimmer-neubauwohnung-in-toller-lage-des-18-bezirks-952484892/
++NEU++ sanierungsbedürftige 3-Zimmer Erdgeschoss-Wohnung nahe Augarten!,1200,64 m²,€ 218.890,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/-neu-sanierungsbeduerftige-3-zimmer-erdgeschoss-wohnung-nahe-augarten-1509017341/
++NEU++ gepflegte 2-Zimmer Altbau-Wohnung in zentraler Lage!,1080,66 m²,€ 328.890,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1080-josefstadt/-neu-gepflegte-2-zimmer-altbau-wohnung-in-zentraler-lage-1063766069/
++NEU++ Renovierungsbedürftige 3-Zimmer Altbau-Wohnung in zentraler Lage!,1080,84 m²,€ 412.700,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1080-josefstadt/-neu-renovierungsbeduerftige-3-zimmer-altbau-wohnung-in-zentraler-lage-2049793111/
Nähe Alte Donau! Provisionsfreie 2-Zimmer mit direktem Blick ins Grüne,1210,41 m²,€ 285.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/naehe-alte-donau-provisionsfreie-2-zimmer-mit-direktem-blick-ins-gruene-1815460941/
*Ende 2026* Provisionsfreie 3-Zimmer Wohnung im 4. Stock!,2026,63 m²,€ 430.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/-ende-2026-provisionsfreie-3-zimmer-wohnung-im-4-stock-1272116957/
*Ende 2026* Provisionsfreie 3-Zimmer Wohnung beim Donauzentrum / Alte Donau!,2026,68 m²,€ 445.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/-ende-2026-provisionsfreie-3-zimmer-wohnung-beim-donauzentrum-alte-donau-1811803276/
*Ende 2026* Provisionsfreie 2-Zimmer Wohnung im 4. Stock!,2026,41 m²,€ 295.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/-ende-2026-provisionsfreie-2-zimmer-wohnung-im-4-stock-1541029304/
*Ende 2026* Provisionsfreie 2-Zimmer Wohnung im 5. Stock!,2026,46 m²,€ 309.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1210-floridsdorf/-ende-2026-provisionsfreie-2-zimmer-wohnung-im-5-stock-1052394329/
Am Puls der Stadt - An der Linken Wienzeile!,1060,64 m²,€ 350.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1060-mariahilf/am-puls-der-stadt-an-der-linken-wienzeile-1360076496/
2-Zimmer Neubauwohnung in gefragter Lage zwischen U3 und Donaukanal,1030,48 m²,€ 285.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/2-zimmer-neubauwohnung-in-gefragter-lage-zwischen-u3-und-donaukanal-1817996343/
6. OG | Weitblick | Sonnig und Großzügig | Loggia | Garage,1100,116 m²,€ 400.000,https://www.willhaben.at/iad/immobilien/d/eigentumswohnung/wien/wien-1100-favoriten/6-og-weitblick-sonnig-und-grosszuegig-loggia-garage-1551315281/
